id,cap_numero,cap_nombre,subcap_numero,subcap_nombre,articulo_numero,parrafo_numero,parrafo_texto
363-1,10,Órganos autónomos constitucionales,31,Banco Central,363,1,"1. Quienes integren el Consejo podrán ser destituidos de sus cargos porresolución de la mayoría de los integrantes del pleno de la Corte Suprema,previo requerimiento de la mayoría de quienes ejerzan como consejeros, dela Presidenta o el Presidente de la República o por la mayoría de diputadas ydiputados o de representantes regionales en ejercicio, conforme alprocedimiento que establezca la ley."
363-2,10,Órganos autónomos constitucionales,31,Banco Central,363,2,"2. La remoción solo podrá fundarse en que el consejero haya realizado actosgraves en contra de la probidad pública, o haya incurrido en alguna de lasprohibiciones o incompatibilidades establecidas en la Constitución o la ley,o haya concurrido con su voto a decisiones que afecten gravemente laconsecución del objeto del Banco Central."
363-3,10,Órganos autónomos constitucionales,31,Banco Central,363,3,"3. La persona destituida no podrá ser designada nuevamente como consejera,ni ser funcionaria del Banco Central o prestarle servicios, sin perjuicio de lasdemás sanciones que establezca la ley."
364-1,10,Órganos autónomos constitucionales,31,Banco Central,364,1,"1. No podrán integrar el Consejo quienes en los doce meses anteriores a sudesignación hayan participado en la propiedad o ejercido como director,gerente o ejecutivo principal de una empresa bancaria, administradora defondos, o cualquiera otra que preste servicios de intermediación financiera,sin perjuicio de las demás inhabilidades que establezca la ley."
364-2,10,Órganos autónomos constitucionales,31,Banco Central,364,2,"2. Una vez que cesen en su cargo, quienes hayan integrado el Consejo tendránla misma inhabilidad por un período de doce meses."
365-1,10,Órganos autónomos constitucionales,32,Ministerio Público,365,1,"1. El Ministerio Público es un organismo autónomo y jerarquizado, cuya funciónes dirigir en forma exclusiva la investigación de los hechos que pudiesen serconstitutivos de delito, los que determinen la participación punible y los queacrediten la inocencia del imputado. Ejerce la acción penal pública enrepresentación de la sociedad, en la forma prevista por la ley."
365-2,10,Órganos autónomos constitucionales,32,Ministerio Público,365,2,"2. En dichas funciones debe velar por el respeto y promoción de los derechoshumanos, considerando también los intereses de las víctimas, respecto dequienes deberá adoptar todas las medidas que sean necesarias paraprotegerlas, al igual que a los testigos."
365-3,10,Órganos autónomos constitucionales,32,Ministerio Público,365,3,"3. La facultad exclusiva de ciertos órganos de la administración para presentardenuncias y querellas no impide que el Ministerio Público investigue y ejerzala acción penal pública en el caso de delitos que atenten en contra de laprobidad, el patrimonio público o lesionen bienes jurídicos colectivos."
365-4,10,Órganos autónomos constitucionales,32,Ministerio Público,365,4,4. En caso alguno podrá ejercer funciones jurisdiccionales.
365-5,10,Órganos autónomos constitucionales,32,Ministerio Público,365,5,5. La víctima del delito y las demás personas que determine la ley podránejercer igualmente la acción penal.
365-6,10,Órganos autónomos constitucionales,32,Ministerio Público,365,6,"6. El Ministerio Público podrá impartir órdenes directas a las Fuerzas de Ordeny Seguridad Pública para el ejercicio de sus funciones, caso en el que podrá,además, participar tanto en la fijación de metas y objetivos como en laevaluación del cumplimiento de todas ellas. La autoridad policial requeridadeberá cumplir sin más trámite dichas órdenes y no podrá calificar sufundamento, oportunidad, justicia o legalidad, salvo requerir la exhibición, amenos que esta sea oral, de la autorización judicial."
365-7,10,Órganos autónomos constitucionales,32,Ministerio Público,365,7,"7. Las actuaciones que amenacen, priven o perturben al imputado o a tercerosdel ejercicio de los derechos que esta Constitución asegura requeriránsiempre autorización judicial previa y motivada."
366-1,10,Órganos autónomos constitucionales,32,Ministerio Público,366,1,"1. Una ley determinará la organización y las atribuciones del Ministerio Público,señalará las calidades y los requisitos que deberán cumplir quienes sedesempeñen como fiscales y sus causales de remoción."
366-2,10,Órganos autónomos constitucionales,32,Ministerio Público,366,2,2. Las autoridades superiores del Ministerio Público deberán siempre fundar lasórdenes e instrucciones dirigidas a los fiscales que puedan afectar unainvestigación o el ejercicio de la acción penal.
366-3,10,Órganos autónomos constitucionales,32,Ministerio Público,366,3,3. Las y los fiscales y funcionarios tendrán un sistema de promoción y ascensoque garantice una carrera que permita fomentar la excelencia técnica y laacumulación de experiencia en las funciones que estos desempeñan.Cesarán en su cargo al cumplir setenta años.
367-1,10,Órganos autónomos constitucionales,32,Ministerio Público,367,1,"1. Existirá una fiscalía regional en cada región del país, sin perjuicio de que laley pueda establecer más de una por región."
367-2,10,Órganos autónomos constitucionales,32,Ministerio Público,367,2,"2. Quienes ejerzan como fiscales regionales deberán haberse desempeñadocomo fiscales adjuntos durante cinco o más años, no haber ejercido comofiscal regional, haber aprobado cursos de formación especializada y poseerlas demás calidades que establezca la ley."
367-3,10,Órganos autónomos constitucionales,32,Ministerio Público,367,3,"3. Durarán cuatro años en el cargo y, una vez concluida su labor, podrán retornara la función que ejercían en el Ministerio Público. No podrán ser reelectos nipostular nuevamente al cargo de fiscal regional."
368-1,10,Órganos autónomos constitucionales,32,Ministerio Público,368,1,"1. La dirección superior del Ministerio Público reside en la o el fiscal nacional,quien durará seis años en el cargo, sin reelección."
368-2,10,Órganos autónomos constitucionales,32,Ministerio Público,368,2,"2. Se nombrará en sesión conjunta del Congreso de Diputadas y Diputados y dela Cámara de las Regiones, por la mayoría de sus integrantes en ejercicio apartir de una terna propuesta por la Presidenta o el Presidente de laRepública, quien contará con la asistencia técnica del Consejo de la AltaDirección Pública, conforme al procedimiento que determine la ley."
368-3,10,Órganos autónomos constitucionales,32,Ministerio Público,368,3,"3. Deberá tener a lo menos quince años de título de abogada o abogado, tenerciudadanía con derecho a sufragio y contar con comprobadas competenciaspara el cargo."
368-4,10,Órganos autónomos constitucionales,32,Ministerio Público,368,4,"4. Corresponderá a quien ejerza el cargo de fiscal nacional:a) Presidir el Comité del Ministerio Público y dirigir sus sesiones ordinariasy extraordinarias.b) Representar a la institución ante los demás órganos del Estado.c) Impulsar en el país la ejecución de la política de persecución penal fijadapor el Comité del Ministerio Público.d) Determinar la política de gestión profesional de las funcionarias y losfuncionarios del Ministerio Público.e) Designar a fiscales regionales, a partir de una terna elaborada por laasamblea regional respectiva.f) Designar a fiscales adjuntos, a partir de una terna elaborada por el Comitédel Ministerio Público.g) Las demás atribuciones que establezcan la Constitución y la ley."
369-1,10,Órganos autónomos constitucionales,32,Ministerio Público,369,1,"1. Existirá un Comité del Ministerio Público, integrado por las y los fiscalesregionales y la o el fiscal nacional, quien lo presidirá."
369-2,10,Órganos autónomos constitucionales,32,Ministerio Público,369,2,"2. El Comité deberá fijar la política de persecución penal y los criterios deactuación para el cumplimiento de sus objetivos, velando por latransparencia, la objetividad, los intereses de la sociedad y el respeto de losderechos humanos."
369-3,10,Órganos autónomos constitucionales,32,Ministerio Público,369,3,"3. Son atribuciones del Comité del Ministerio Público las siguientes:a) Asesorar al fiscal nacional en la dirección del organismo, velando por elcumplimiento de sus objetivos.b) Evaluar y calificar permanentemente el desempeño de fiscales yfuncionarios del Ministerio Público.c) Ejercer la potestad disciplinaria respecto de las funcionarias y losfuncionarios del Ministerio Público, en conformidad con la ley.d) Designar al director ejecutivo nacional.e) Proponer al fiscal nacional las ternas para el nombramiento de los fiscalesadjuntos.f) Las demás atribuciones que establezcan la Constitución y la ley."
370-1,10,Órganos autónomos constitucionales,32,Ministerio Público,370,7,"Existirán fiscales adjuntos del Ministerio Público, quienes ejercerán sufunción en los casos específicos que se les asignen, conforme a loestablecido en la Constitución y las leyes."
371-1,10,Órganos autónomos constitucionales,32,Ministerio Público,371,7,"Quien ejerza como fiscal nacional y quienes se desempeñen como fiscalesregionales deberán rendir anualmente una cuenta pública de su gestión. En elprimer caso se rendirá la cuenta ante el Congreso de Diputadas y Diputadosy la Cámara de las Regiones, en sesión conjunta y, en el segundo, ante laasamblea regional respectiva."
372-1,10,Órganos autónomos constitucionales,32,Ministerio Público,372,1,"1. Quien ejerza como fiscal nacional y los fiscales regionales serán removidospor la Corte Suprema, a requerimiento de la Presidenta o del Presidente de laRepública, del Congreso de Diputadas y Diputados, o de diez de susintegrantes, por incapacidad, falta grave a la probidad o negligenciamanifiesta en el ejercicio de sus funciones. La Corte conocerá del asunto enun pleno especialmente convocado al efecto. Para acordar la remocióndeberá reunir el voto conforme de la mayoría de sus integrantes en ejercicio."
